Season,Player,team,Minutes,Pos,Offensive Archetype,WAR,LEBRON,O-LEBRON,D-LEBRON,year,Defensive Role,NBA ID,bref_id,Games,Age
2019-20,ryan arcidiacono,CHI,929.883333333333,PG,Movement Shooter,0.2509062544725946,-1.9521300166710087,-1.4915675081583426,-0.4605625085126663,2020,Chaser,1627853.0,,58.0,25.0
2019-20,ryan broekhoff,DAL,180.1,SF,Off Screen Shooter,0.1377187351420303,-1.188863747334168,-0.7722900306483584,-0.4165737166858098,2020,Helper,1629151.0,,16.0,29.0
2019-20,sekou doumbouya,DET,753.75,PF,Stationary Shooter,-0.4451134223868495,-3.30285136190637,-2.481029260153241,-0.8218221017531285,2020,Helper,1629635.0,,38.0,19.0
2019-20,semi ojeleye,BOS,1010.55,PF,Stationary Shooter,-0.3782250611623492,-2.959665326096029,-2.14178645182682,-0.8178788742692087,2020,Helper,1628400.0,,69.0,25.0
2019-20,serge ibaka,TOR,1484.65,C,Roll + Cut Big,1.631177803503947,-0.676941717485595,-0.3642649161667958,-0.3126768013187991,2020,Anchor Big,201586.0,,55.0,30.0
2019-20,seth curry,DAL,1575.61666666667,SG,Secondary Ball Handler,1.3128962562358495,-1.083591894363809,0.8936809298605041,-1.9772728242243127,2020,Chaser,203552.0,curryse01,63.0,29.0
2019-20,shabazz napier,2TM,1344.48333333333,PG,Primary Ball Handler,2.3384567862144494,0.301871333126692,-0.1789327208179712,0.4808040539446633,2020,Point of Attack,203894.0,,56.0,28.0
2019-20,shai gilgeous-alexander,OKC,2428.51666666667,SG,Shot Creator,5.272594673768541,0.9625056612213276,0.7967178483265189,0.1657878128948084,2020,Chaser,1628983.0,gilgesh01,70.0,21.0
2019-20,shake milton,PHI,805.333333333333,SG,Primary Ball Handler,0.8957731431878936,-0.6561255598656365,0.4422859876225456,-1.0984115474881824,2020,Chaser,1629003.0,,40.0,23.0
2019-20,shamorie ponds,TOR,10.5833333333333,PG,Low Minute,0.0103535456750181,-0.861265877268515,-0.2857139195512219,-0.5755519577172932,2020,Point of Attack,1629044.0,,4.0,21.0
2019-20,shaquille harrison,CHI,484.333333333333,SG,Secondary Ball Handler,1.0918805874661404,1.0902270507845149,-0.1676449366094973,1.257871987394012,2020,Point of Attack,1627885.0,,43.0,26.0
2019-20,sindarius thornwell,NOP,35.4833333333333,SF,Low Minute,0.0496313033689892,-0.2183289210581266,-0.3059576414933058,0.0876287204351792,2020,Chaser,1628414.0,,2.0,25.0
2019-20,skal labissiere,POR,566.866666666667,C,Roll + Cut Big,0.3079451618402196,-1.5295337478356177,-1.7635154191303422,0.2339816712947248,2020,Anchor Big,1627746.0,labissk01,33.0,23.0
2019-20,solomon hill,2TM,1088.11666666667,PF,Movement Shooter,0.1376068053340094,-2.1747709735707588,-1.3461734454518994,-0.8285975281188589,2020,Helper,203524.0,,59.0,28.0
2019-20,spencer dinwiddie,BRK,1994.05,PG,Shot Creator,4.921470165324293,1.4186053866486492,2.581992031068483,-1.163386644419834,2020,Point of Attack,203915.0,,64.0,26.0
2019-20,stanley johnson,TOR,149.7,PF,Shot Creator,0.1118743469371357,-1.2155213098946889,-0.7997381356989656,-0.4157831741957233,2020,Helper,1626169.0,,25.0,23.0
2019-20,stanton kidd,UTA,15.2833333333333,SG,Low Minute,0.0198393820016712,-0.3720500038625202,-0.1529614195791571,-0.2190885842833632,2020,Chaser,1629742.0,,4.0,27.0
2019-20,stephen curry,GSW,139.316666666667,PG,Primary Ball Handler,0.3615190339824051,1.6141240937549333,1.3296648627626673,0.2844592309922661,2020,Chaser,201939.0,curryst01,5.0,31.0
2019-20,sterling brown,MIL,766.6,SF,Movement Shooter,0.7598383703937066,-0.8415202962786266,-1.1486547062977897,0.307134410019163,2020,Low Activity,1628425.0,,52.0,24.0
2019-20,steven adams,OKC,1680.46666666667,C,Post Scorer,4.222238318609281,1.487075106581715,-0.1078459679259461,1.5949210745076607,2020,Anchor Big,203500.0,adamsst01,63.0,26.0
2019-20,svi mykhailiuk,DET,1265.01666666667,SF,Off Screen Shooter,1.6245393463902549,-0.3932939628033807,-0.1347748096192009,-0.2585191531841799,2020,Low Activity,1629004.0,mykhasv01,55.0,22.0
2019-20,t.j. leaf,IND,221.783333333333,PF,Athletic Finisher,0.0601100721253369,-1.9502618417905409,-1.4615983705948803,-0.4886634711956605,2020,Anchor Big,1628388.0,,28.0,22.0
2019-20,t.j. mcconnell,IND,1326.05,PG,Slasher,2.4108679636515857,0.4222589054326312,-0.0572847821013838,0.479543687534015,2020,Point of Attack,204456.0,mccontj01,71.0,27.0
2019-20,t.j. warren,IND,2202.5,SF,Athletic Finisher,4.029828783529933,0.4399559712756794,0.4043730976095829,0.0355828736660965,2020,Wing Stopper,203933.0,,67.0,26.0
2019-20,tacko fall,BOS,32.5166666666667,C,Low Minute,0.0329837725298269,-0.8060154475528882,-0.3429624834921994,-0.4630529640606889,2020,Helper,1629605.0,,7.0,24.0
2019-20,taj gibson,NYK,1025.13333333333,C,Roll + Cut Big,1.0722084938947258,-0.7577052512695466,-1.149985225007154,0.3922799737376075,2020,Anchor Big,201959.0,gibsota01,62.0,34.0
2019-20,talen horton-tucker,LAL,81.15,SG,Low Minute,0.0420504107499284,-1.5681685463203845,-0.843183683849682,-0.7249848624707023,2020,Wing Stopper,1629659.0,,6.0,19.0
2019-20,tariq owens,PHO,15.4,PF,Low Minute,0.0193182231931957,-0.4387975164087898,-0.2887120232657799,-0.1500854931430098,2020,Helper,1629745.0,,3.0,24.0
2019-20,taurean prince,BRK,1857.38333333333,PF,Movement Shooter,3.0333657145632404,0.1397066681646424,-0.4581980223705665,0.5979046905352088,2020,Wing Stopper,1627752.0,princta02,64.0,25.0
2019-20,terance mann,LAC,362.05,SF,Shot Creator,0.199900589592119,-1.5158254367901296,-1.5045936075349011,-0.0112318292552281,2020,Chaser,1629611.0,mannte01,41.0,23.0
2019-20,terence davis,TOR,1209.15,SG,Movement Shooter,1.1847972850736002,-0.8588582396569818,0.1775250083814094,-1.0363832480383914,2020,Point of Attack,1629056.0,,72.0,22.0
2019-20,terrance ferguson,OKC,1257.46666666667,SF,Stationary Shooter,-1.080332379846462,-3.733386964378589,-3.1959744607526965,-0.5374125036258912,2020,Wing Stopper,1628390.0,,56.0,21.0
2019-20,terrence ross,ORL,1889.1,SG,Off Screen Shooter,1.360665931210563,-1.2570850246371914,0.2760031222623632,-1.5330881468995547,2020,Low Activity,203082.0,,69.0,28.0
2019-20,terry rozier,CHO,2164.36666666667,PG,Primary Ball Handler,0.5951140367955222,-1.9441708825663,-0.2065802021498291,-1.7375906804164705,2020,Point of Attack,1626179.0,,62.0,25.0
2019-20,thabo sefolosha,HOU,435.833333333333,PF,Stationary Shooter,0.4734004206681814,-0.6960667003317514,-1.312313249305421,0.6162465489736696,2020,Helper,200757.0,,41.0,35.0
2019-20,thaddeus young,CHI,1590.65,PF,Stationary Shooter,1.5311271561664543,-0.8853285345983914,-1.2505363994592105,0.3652078648608191,2020,Helper,201152.0,,64.0,31.0
2019-20,thanasis antetokounmpo,MIL,128.583333333333,SF,Shot Creator,0.1144571149416098,-0.9963495152366452,-0.6902728682952486,-0.3060766469413969,2020,Helper,203648.0,antetth01,19.0,27.0
2019-20,theo pinson,BRK,365.483333333333,SG,Shot Creator,0.2850893081462486,-1.1652855114894898,-0.6396655061428967,-0.5256200053465931,2020,Point of Attack,1629033.0,,33.0,24.0
2019-20,thomas bryant,WAS,1146.85,C,Roll + Cut Big,1.2665160373668751,-0.6683002888142018,-0.5646952107101596,-0.1036050781040421,2020,Anchor Big,1628418.0,bryanth01,46.0,22.0
2019-20,thon maker,DET,776.033333333333,C,Stretch Big,0.5692366882048238,-1.2367265413305155,-1.810874927476417,0.5741483861459014,2020,Anchor Big,1627748.0,,59.0,22.0
2019-20,tim frazier,DET,354.833333333333,PG,Primary Ball Handler,0.2218421387796918,-1.4032971874893914,-1.389541410159728,-0.013755777329663,2020,Point of Attack,204025.0,,26.0,29.0
2019-20,tim hardaway jr.,DAL,2091.23333333333,SG,Movement Shooter,3.0354457970692725,-0.1376969041927327,1.3765759973882084,-1.514272901580941,2020,Chaser,203501.0,hardati02,70.0,27.0
2019-20,timothe luwawu-cabarrot,BRK,852.683333333333,SF,Stationary Shooter,0.7268953869382768,-1.054103951886471,-0.8607966494565417,-0.1933073024299293,2020,Chaser,1627789.0,,47.0,24.0
2019-20,tobias harris,PHI,2469.2,PF,Shot Creator,7.219069014935083,2.1231037025256425,1.6402741718227796,0.4828295307028634,2020,Helper,202699.0,harrito02,72.0,27.0
2019-20,tomas satoransky,CHI,1877.93333333333,SG,Primary Ball Handler,2.1082026697203555,-0.6403421045992758,-0.4773686403422715,-0.1629734642570042,2020,Chaser,203107.0,,65.0,28.0
2019-20,tony bradley,UTA,663.183333333333,C,Athletic Finisher,1.1515043690670277,0.2973355220036179,-0.1704670957234607,0.4678026177270785,2020,Anchor Big,1628396.0,bradlto01,58.0,22.0
2019-20,tony snell,DET,1641.08333333333,SF,Off Screen Shooter,0.0839281535129185,-2.2920777208816565,-1.33693833351829,-0.9551393873633662,2020,Wing Stopper,203503.0,,58.0,28.0
2019-20,torrey craig,DEN,1071.91666666667,SF,Stationary Shooter,0.5646192267847597,-1.5549745031909452,-1.0757987123283352,-0.4791757908626099,2020,Point of Attack,1628470.0,,58.0,29.0
2019-20,trae young,ATL,2120.13333333333,PG,Primary Ball Handler,4.7914523593871285,1.0987861542631254,4.042765226646721,-2.943979072383596,2020,Point of Attack,1629027.0,youngtr01,60.0,21.0
2019-20,tremont waters,BOS,118.65,PG,Shot Creator,0.0805161764574406,-1.3211423846119097,-0.637528185941668,-0.6836141986702416,2020,Point of Attack,1629682.0,,11.0,22.0
2019-20,treveon graham,2TM,929.45,SF,Stationary Shooter,0.1222435577238583,-2.1669002267947963,-1.374968241676194,-0.7919319851186021,2020,Helper,1626203.0,,55.0,26.0
2019-20,trevor ariza,2TM,1492.26666666667,SF,Movement Shooter,1.1053440752903514,-1.225673906089998,-1.8962773098266712,0.6706034037366733,2020,Wing Stopper,2772.0,,53.0,34.0
2019-20,trey burke,2TM,520.0,PG,Primary Ball Handler,0.4729817702167904,-0.9665457463970768,0.6429050443875596,-1.6094507907846367,2020,Point of Attack,203504.0,,33.0,27.0
2019-20,trey lyles,SAS,1270.83333333333,PF,Stationary Shooter,1.5826558630575591,-0.4526476990484497,-1.2004306012735388,0.7477829022250893,2020,Helper,1626168.0,,62.0,24.0
2019-20,tristan thompson,CLE,1721.5,C,Roll + Cut Big,1.3827385867254012,-1.1296943359854306,-0.9956340723567172,-0.1340602636287134,2020,Anchor Big,202684.0,,57.0,28.0
2019-20,troy brown jr.,WAS,1781.93333333333,SF,Secondary Ball Handler,0.8287982170839377,-1.6500477081666145,-1.4646237779433298,-0.1854239302232845,2020,Chaser,1628972.0,,69.0,20.0
2019-20,troy daniels,2TM,531.933333333333,SG,Off Screen Shooter,0.0427324066384819,-2.246584720569426,-0.3146407692724308,-1.9319439512969945,2020,Low Activity,203584.0,,47.0,28.0
2019-20,ty jerome,PHO,327.566666666667,SG,Secondary Ball Handler,0.2706559448555281,-1.094327309674593,-0.848262964719393,-0.2460643449551999,2020,Chaser,1629660.0,jeromty01,31.0,22.0
2019-20,tyler cook,2TM,54.0666666666667,PF,Low Minute,0.0834182874404575,0.0018505065340118,-0.2260872123209264,0.2279377188549381,2020,Mobile Big,1629076.0,,13.0,22.0
2019-20,tyler herro,MIA,1508.06666666667,SG,Secondary Ball Handler,-0.4995787451975889,-2.891749455297183,-0.9323475264065978,-1.9594019288905853,2020,Low Activity,1629639.0,herroty01,55.0,20.0
2019-20,tyler johnson,2TM,709.283333333333,SG,Stationary Shooter,0.1000885876121538,-2.151983906347226,-1.198615508391224,-0.953368397956001,2020,Chaser,204020.0,,38.0,27.0
2019-20,tyler zeller,SAS,3.86666666666667,C,Low Minute,0.0050156005977842,-0.3735286050677411,-0.221671560125084,-0.1518570449426572,2020,Anchor Big,203092.0,,2.0,30.0
2019-20,tyrone wallace,ATL,160.35,SG,Secondary Ball Handler,0.1816111398984495,-0.6250857804935638,-0.8420000820319629,0.216914301538399,2020,Point of Attack,1627820.0,,14.0,25.0
2019-20,tyson chandler,HOU,219.2,C,Athletic Finisher,0.1389918084060285,-1.38962196285926,-1.7748620729029057,0.3852401100436456,2020,Mobile Big,2199.0,,26.0,37.0
2019-20,tyus jones,MEM,1232.05,PG,Primary Ball Handler,1.9927439592369407,0.1156996079894738,0.4772331265776466,-0.3615335185881728,2020,Point of Attack,1626145.0,jonesty01,65.0,23.0
2019-20,udonis haslem,MIA,44.1166666666667,C,Low Minute,0.0425648304620308,-0.8818897200838175,-0.7333661248353687,-0.1485235952484489,2020,Anchor Big,2617.0,,4.0,39.0
2019-20,vic law,ORL,61.8833333333333,PF,Low Minute,0.0595948764473298,-0.8846540498053981,-0.8630875544739489,-0.0215664953314488,2020,Low Activity,1629724.0,,8.0,24.0
2019-20,victor oladipo,IND,528.15,SG,Secondary Ball Handler,0.4061887818964022,-1.1821078340304163,-0.523907352375875,-0.6582004816545416,2020,Chaser,203506.0,,19.0,27.0
2019-20,vince carter,ATL,875.5,PF,Movement Shooter,-0.2199960902818782,-2.7656988544596937,-1.8513303591181536,-0.9143684953415396,2020,Helper,1713.0,,60.0,43.0
2019-20,vincent poirier,BOS,130.0,C,Roll + Cut Big,0.0560912852891209,-1.701994981446056,-1.21539725376514,-0.4865977276809161,2020,Anchor Big,1629738.0,,22.0,26.0
2019-20,vlatko čančar,DEN,45.4,PF,Low Minute,0.0453898511476482,-0.8283547689759727,-0.391185263340923,-0.4371695056350497,2020,Helper,1628427.0,,14.0,22.0
2019-20,wayne ellington,NYK,558.366666666667,SG,Off Screen Shooter,0.5577830644945726,-0.8296130438786598,-0.2482226608394656,-0.5813903830391942,2020,Chaser,201961.0,,36.0,32.0
2019-20,wendell carter jr.,CHI,1255.86666666667,C,Roll + Cut Big,2.257386052788252,0.3907621775184443,-1.0122094295394042,1.4029716070578486,2020,Mobile Big,1628976.0,cartewe01,43.0,20.0
2019-20,wenyen gabriel,2TM,234.933333333333,PF,Stretch Big,0.2794311816016305,-0.5381996966318785,-0.963734351014226,0.4255346543823475,2020,Helper,1629117.0,,30.0,22.0
2019-20,wes iwundu,ORL,953.25,SF,Movement Shooter,0.667024875563594,-1.2886467608534298,-1.5471533094956695,0.2585065486422396,2020,Chaser,1628411.0,,52.0,25.0
2019-20,wesley matthews,MIL,1634.83333333333,SG,Movement Shooter,2.235108963234599,-0.2665147696057191,-1.2925658198328898,1.0260510502271707,2020,Wing Stopper,202083.0,,66.0,33.0
2019-20,will barton,DEN,1915.88333333333,SF,Primary Ball Handler,3.890878308612132,0.7476658071414175,0.744228168726229,0.0034376384151884,2020,Chaser,203115.0,,58.0,29.0
2019-20,william howard,HOU,13.2666666666667,PF,Low Minute,0.0145783863705022,-0.6766691271934804,-0.1106838795299036,-0.5659852476635769,2020,Chaser,1629739.0,,2.0,26.0
2019-20,willie cauley-stein,2TM,1097.5,C,Roll + Cut Big,1.645227608862552,-0.0650592150486277,-2.1190682664455385,2.054009051396911,2020,Mobile Big,1626161.0,,54.0,26.0
2019-20,willy hernangomez,CHO,375.233333333333,C,Post Scorer,0.7689745805860562,0.7759392574363193,0.4283108479709111,0.3476284094654081,2020,Mobile Big,1626195.0,,30.0,25.0
2019-20,wilson chandler,BRK,734.15,PF,Movement Shooter,0.3731045593002081,-1.5835418952559863,-2.579466557391303,0.9959246621353164,2020,Helper,201163.0,,35.0,32.0
2019-20,yogi ferrell,SAC,529.7,PG,Secondary Ball Handler,0.624870710228927,-0.5530884102458922,-0.6503698483457963,0.097281438099904,2020,Point of Attack,1627812.0,,50.0,26.0
2019-20,yuta watanabe,MEM,104.766666666667,SF,Athletic Finisher,0.1285564133568125,-0.480612854404718,-0.4977004620066978,0.0170876076019797,2020,Helper,1629139.0,,18.0,25.0
2019-20,zach collins,POR,289.883333333333,PF,Post Scorer,0.3263104941417087,-0.6356872380260417,-1.6074936391393244,0.9718064011132828,2020,Anchor Big,1628380.0,colliza01,11.0,22.0
2019-20,zach lavine,CHI,2085.45,SF,Primary Ball Handler,4.195827922616753,0.7187391019380589,2.0998089567848144,-1.3810698548467557,2020,Chaser,203897.0,lavinza01,60.0,24.0
2019-20,zach norvell jr.,2TM,40.8166666666667,SG,Low Minute,0.0464712482733257,-0.6159939356278024,-0.6792605649339141,0.0632666293061118,2020,Chaser,1629668.0,,5.0,22.0
2019-20,zhaire smith,PHI,32.3166666666667,SF,Low Minute,0.0332706819717134,-0.7828111446067606,-0.3262227395309063,-0.4565884050758544,2020,Point of Attack,1629015.0,,7.0,20.0
2019-20,zion williamson,NOP,668.15,PF,Post Scorer,1.484909386731922,1.0411669423126424,2.2063340478034874,-1.165167105490845,2020,Helper,1629627.0,willizi01,24.0,19.0
2019-20,zylan cheatham,NOP,51.0333333333333,PF,Low Minute,0.0486365428998551,-0.8999516063493609,-0.8060869395113368,-0.0938646668380241,2020,Mobile Big,1629597.0,,4.0,24.0
2020-21,aaron gordon,2TM,1383.8,PF,Versatile Big,2.027717008240233,-0.1183538981454909,-0.2236293028191795,0.1052754046736884,2021,Wing Stopper,203932.0,gordoaa01,50.0,25.0
2020-21,aaron holiday,IND,1176.05,PG,Movement Shooter,0.7178471839245001,-1.447601353197312,-0.7650663124290399,-0.6825350407682719,2021,Chaser,1628988.0,holidaa01,66.0,24.0
2020-21,aaron nesmith,BOS,668.716666666667,SF,Movement Shooter,0.1691577533937791,-2.008111863052608,-1.7714520515027268,-0.2366598115498811,2021,Low Activity,1630174.0,nesmiaa01,46.0,21.0
2020-21,abdel nader,PHO,355.216666666667,SF,Stationary Shooter,0.2232021669808489,-1.4195287520839823,-1.6565112501794954,0.236982498095513,2021,Helper,1627846.0,,24.0,27.0
2020-21,adam mokoka,CHI,56.15,SG,Low Minute,0.0767784603855539,-0.2702187912507817,-0.5520429499975055,0.2818241587467237,2021,Point of Attack,1629690.0,,14.0,22.0
2020-21,al horford,OKC,781.783333333333,C,Versatile Big,2.388000844089341,2.3620414576446525,0.4612637414049549,1.9007777162396973,2021,Anchor Big,201143.0,horfoal01,28.0,34.0
2020-21,al-farouq aminu,2TM,434.133333333333,PF,Movement Shooter,0.1737463298900879,-1.7766855702436293,-2.671294042935405,0.894608472691776,2021,Mobile Big,202329.0,,23.0,30.0
2020-21,alec burks,NYK,1254.51666666667,SG,Secondary Ball Handler,1.7806576242219867,-0.1895621688472966,0.3639938518258996,-0.5535560206731964,2021,Chaser,202692.0,,49.0,29.0
2020-21,aleksej pokusevski,OKC,1089.86666666667,PF,Secondary Ball Handler,-1.0113192228537835,-3.902466035040841,-3.654935222076448,-0.2475308129643928,2021,Low Activity,1630197.0,,45.0,19.0
2020-21,alen smailagic,GSW,83.85,PF,Low Minute,0.0665532249543186,-1.1615302244711554,-0.8659751475787041,-0.2955550768924512,2021,Anchor Big,1629346.0,,15.0,20.0
2020-21,alex caruso,LAL,1216.01666666667,PG,Primary Ball Handler,3.012291990554389,1.4542194749335642,-0.5418245696480871,1.9960440445816512,2021,Point of Attack,1627936.0,carusal01,58.0,26.0
2020-21,alex len,2TM,978.816666666667,C,Roll + Cut Big,1.266350406212864,-0.3844061119826714,-2.361395517019562,1.9769894050368904,2021,Anchor Big,203458.0,,64.0,27.0
2020-21,alfonzo mckinnie,LAL,258.016666666667,SF,Stationary Shooter,0.1914886626645384,-1.2419070740714293,-0.2522099502575834,-0.989697123813846,2021,Helper,1628035.0,,39.0,28.0
2020-21,alize johnson,BRK,188.716666666667,PF,Roll + Cut Big,0.2946714849827179,0.0306687707422842,0.2271684996414752,-0.1964997288991911,2021,Helper,1628993.0,,18.0,24.0
2020-21,amida brimah,IND,29.2833333333333,C,Low Minute,0.0269413964476462,-0.9648686795010852,-0.4814475355821995,-0.4834211439188858,2021,Anchor Big,1628578.0,,5.0,26.0
2020-21,amir coffey,LAC,394.433333333333,SG,Stationary Shooter,0.1864531013187531,-1.6630201753365497,-1.2467272293512113,-0.4162929459853383,2021,Chaser,1629599.0,coffeam01,44.0,23.0
2020-21,anderson varejao,CLE,35.9333333333333,C,Low Minute,0.0484200804620593,-0.3010540039745183,-0.2657719412953711,-0.0352820626791473,2021,Mobile Big,2760.0,,5.0,38.0
2020-21,andre drummond,2TM,1241.66666666667,C,Shot Creator,3.2731675952861043,1.702959678988229,-0.2383220226301492,1.941281701618378,2021,Anchor Big,203083.0,drumman01,46.0,27.0
2020-21,andre iguodala,MIA,1338.68333333333,SF,Stationary Shooter,1.4652630365647636,-0.69357832282963,-1.7771668441772013,1.0835885213475716,2021,Helper,2738.0,,63.0,37.0
2020-21,andre roberson,BRK,62.9333333333333,SG,Low Minute,0.0687662432974167,-0.696484930751011,-0.1932726888259834,-0.5032122419250276,2021,Wing Stopper,203460.0,,5.0,29.0
2020-21,andrew wiggins,GSW,2364.31666666667,PF,Shot Creator,3.40225654192138,-0.159165550786811,-0.7560070689084198,0.5968415181216086,2021,Wing Stopper,203952.0,wiggian01,71.0,25.0
2020-21,anfernee simons,POR,1104.41666666667,SG,Secondary Ball Handler,-0.1702679508424681,-2.652528112917412,-0.0109404460303484,-2.6415876668870637,2021,Low Activity,1629014.0,simonan01,64.0,21.0
2020-21,anthony davis,LAL,1161.76666666667,PF,Shot Creator,4.26206291917157,3.344143265791262,2.037413206994487,1.306730058796776,2021,Helper,203076.0,davisan02,36.0,27.0
2020-21,anthony edwards,MIN,2314.16666666667,SG,Shot Creator,1.513644846644082,-1.379352245698659,0.1588692563992809,-1.53822150209794,2021,Chaser,1630162.0,edwaran01,72.0,19.0
2020-21,anthony gill,WAS,217.95,PF,Stretch Big,0.2047066393368549,-0.9349820973511196,-1.1407488673514017,0.2057667700002822,2021,Mobile Big,1630264.0,gillan01,26.0,28.0
2020-21,anthony lamb,HOU,415.183333333333,SF,Movement Shooter,0.1175625831132559,-1.960586921131673,-1.2867901159074535,-0.6737968052242196,2021,Helper,1630237.0,,24.0,23.0
2020-21,anthony tolliver,PHI,98.9166666666667,PF,Low Minute,0.0882232966396361,-1.00864031544609,-0.646229187102879,-0.3624111283432107,2021,Helper,201229.0,,11.0,35.0
2020-21,anžejs pasečņiks,WAS,6.31666666666667,C,Low Minute,0.0082533683336289,-0.3644813504891687,-0.2571451611020589,-0.1073361893871099,2021,Helper,1628394.0,,1.0,25.0
2020-21,armoni brooks,HOU,520.35,SG,Movement Shooter,0.2145065821066981,-1.757826572466754,0.0081196267453621,-1.7659461992121164,2021,Low Activity,1629717.0,,20.0,22.0
2020-21,aron baynes,TOR,980.266666666667,C,Stretch Big,0.210239715765743,-2.068728685213701,-2.5758776580813056,0.5071489728676054,2021,Anchor Big,203382.0,,53.0,34.0
2020-21,ashton hagans,MIN,4.06666666666667,PG,Low Minute,0.0053450352534254,-0.3524589920443498,-0.2233915787518728,-0.129067413292477,2021,Chaser,1630204.0,,2.0,21.0
2020-21,austin rivers,2TM,844.933333333333,SG,Shot Creator,0.3331630305090955,-1.7859549801755663,-0.5604092074373934,-1.225545772738173,2021,Chaser,203085.0,,36.0,28.0
2020-21,avery bradley,2TM,601.866666666667,SG,Movement Shooter,-0.0381453218656124,-2.508167611411714,-1.4510475485814198,-1.057120062830294,2021,Wing Stopper,202340.0,,27.0,30.0
2020-21,axel toupane,MIL,61.2,SF,Low Minute,0.0702348377876441,-0.6111661593701926,-0.6205769366813945,0.0094107773112015,2021,Point of Attack,1626253.0,,8.0,28.0
2020-21,bam adebayo,MIA,2142.6,C,Shot Creator,6.471204409682739,2.3077557713314536,0.4355137627641515,1.8722420085673024,2021,Mobile Big,1628389.0,adebaba01,64.0,23.0
2020-21,ben mclemore,2TM,904.7,SG,Off Screen Shooter,0.7375328571725097,-1.1280225682840257,0.2203414239986445,-1.34836399228267,2021,Low Activity,203463.0,,53.0,27.0
2020-21,ben simmons,PHI,1877.4,PG,Shot Creator,6.069444829960201,2.645197413096748,0.5962008386193364,2.0489965744774112,2021,Point of Attack,1627732.0,,58.0,24.0
2020-21,bismack biyombo,CHO,1348.88333333333,C,Athletic Finisher,-0.2374139184524457,-2.6873121184981925,-2.9200251153079524,0.2327129968097598,2021,Helper,202687.0,biyombi01,66.0,28.0
2020-21,blake griffin,2TM,1186.65,PF,Shot Creator,2.661685446640766,1.0889511271355017,0.7566842847459961,0.3322668423895053,2021,Helper,201933.0,,46.0,31.0
2020-21,boban marjanović,DAL,271.333333333333,C,Post Scorer,0.6687220439317404,1.4345262870579227,1.2180089142852737,0.2165173727726492,2021,Anchor Big,1626246.0,,33.0,32.0
2020-21,bobby portis,MIL,1372.28333333333,C,Post Scorer,2.1436509791583567,0.0316858488887559,0.054152609997903,-0.0224667611091475,2021,Anchor Big,1626171.0,portibo01,66.0,25.0
2020-21,bogdan bogdanović,ATL,1305.43333333333,SG,Off Screen Shooter,1.935118282684227,-0.0919484109404894,0.6459460518423421,-0.7378944627828317,2021,Chaser,203992.0,bogdabo01,44.0,28.0
2020-21,bojan bogdanović,UTA,2215.58333333333,SF,Movement Shooter,2.8941505903143625,-0.3649956876799989,1.145322652585702,-1.5103183402657008,2021,Helper,202711.0,,72.0,31.0
2020-21,bol bol,DEN,159.666666666667,PF,Movement Shooter,-0.0033031712511838,-2.440426881458517,-2.099797351711602,-0.3406295297469146,2021,Helper,1629626.0,,32.0,21.0
2020-21,brad wanamaker,2TM,1053.23333333333,PG,Primary Ball Handler,0.7268871309567707,-1.3230418464204368,-1.3827238751805724,0.0596820287601356,2021,Point of Attack,202954.0,,61.0,31.0
2020-21,bradley beal,WAS,2147.15,SG,Off Screen Shooter,6.344734530487802,2.204540194639868,3.489929497017422,-1.2853893023775531,2021,Chaser,203078.0,bealbr01,60.0,27.0
2020-21,brandon clarke,MEM,1414.81666666667,PF,Athletic Finisher,3.268850179898077,1.193986486169726,-0.0512197106347365,1.2452061968044628,2021,Helper,1629634.0,clarkbr01,59.0,24.0
2020-21,brandon goodwin,ATL,619.55,PG,Primary Ball Handler,0.5958454505210403,-0.8999846060746031,-0.1674051576853506,-0.7325794483892524,2021,Point of Attack,1629164.0,,47.0,25.0
2020-21,brandon ingram,NOP,2092.53333333333,SF,Shot Creator,3.819501377592798,0.4398236807989897,1.3684736601875291,-0.9286499793885394,2021,Low Activity,1627742.0,ingrabr01,61.0,23.0
2020-21,brian bowen ii,IND,14.85,SF,Low Minute,0.0129914776833103,-1.0351754649853648,-0.3008377801043942,-0.7343376848809706,2021,Helper,1628968.0,,6.0,22.0
2020-21,brodric thomas,2TM,399.25,SG,Secondary Ball Handler,0.3149516966752236,-1.169102665397711,-1.057397015653666,-0.1117056497440451,2021,Point of Attack,1630271.0,,32.0,24.0
2020-21,brook lopez,MIL,1901.83333333333,C,Stretch Big,4.745889195935891,1.4827437201862983,0.2785159406781534,1.204227779508145,2021,Anchor Big,201572.0,lopezbr01,70.0,32.0
2020-21,bruce brown,BRK,1451.16666666667,PG,Athletic Finisher,3.432245764903135,1.27931817404478,0.6157867980948274,0.6635313759499527,2021,Point of Attack,1628971.0,brownbr01,65.0,24.0
2020-21,bruno caboclo,HOU,36.4333333333333,PF,Low Minute,0.0487224019352601,-0.3168645707670832,-0.2789466951621605,-0.0379178756049227,2021,Anchor Big,203998.0,,6.0,25.0
2020-21,bruno fernando,ATL,225.933333333333,C,Post Scorer,0.0774644114578623,-1.866725902164998,-2.321126620876955,0.454400718711958,2021,Anchor Big,1628981.0,,33.0,22.0
2020-21,bryn forbes,MIL,1354.36666666667,SG,Off Screen Shooter,0.7995107941118457,-1.4789667835373064,-0.0708590158882961,-1.40810776764901,2021,Low Activity,1627854.0,,70.0,27.0
